"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Wie alt bist du?","Mit welchem Geschlecht identifizierst du dich?","Denk an die letzten drei Monate zurück. Wie regelmäßig hast du ein BeReal hochgeladen? ","Denk an die letzten drei Monate zurück. Wie regelmäßig hast du ein Instagram Post hochgeladen? ","Hast du ein öffentliches oder privates Instagram-Konto? "," [Wenn Leute Fotos von mir machen, denke ich daran, wie ich aussehe, wenn die Bilder auf Social Media veröffentlicht werden.]"," [Ich denke darüber nach, wie bestimmte Teile meines Körpers aussehen werden, wenn die Leute meine Bilder in den sozialen Medien sehen.]"," [Selbst wenn ich allein bin, stelle ich mir vor, wie mein Körper auf einem Bild  auf Social Media aussehen würde.]"," [Tagsüber verbringe ich Zeit damit, darüber nachzudenken, wie attraktiv ich aussehe, wenn andere Leute Bilder von mir auf Social Media sehen. ]"," [Ich versuche zu erraten, wie die Leute in den sozialen Medien auf meine körperliche Erscheinung auf meinen Bildern reagieren werden.]"," [Meine Attraktivität auf Bildern ist wichtiger als alles andere, was ich  auf Social Media tue.]"," [Wenn ich zu gesellschaftlichen Veranstaltungen gehe, ist es mir wichtiger, auf den Bildern, die die Leute auf Social Media posten könnten, attraktiv auszusehen, als mich zu amüsieren.]"," [ Wenn ein unattraktives Bild von mir in den sozialen Medien gepostet wird, fühle ich mich nicht wohl in meiner Haut.]"," [ Ich schaue mir immer wieder Bilder von mir auf Social Media an. ]"," [ Ich zoome in Social-Media-Bilder, um zu sehen, wie bestimmte Teile meines Körpers aussehen.]"," [Wenn jemand ein Foto von mir macht, das in den sozialen Medien veröffentlicht werden könnte, bitte ich darum, es mir zuerst anzusehen, um sicherzustellen, dass ich gut aussehe.]"," [Bevor ich Bilder in sozialen Medien poste, schneide ich sie zu oder wende Filter an, um mich besser aussehen zu lassen.]"," [Wenn jemand ein Foto von mir macht, das  auf Social Media veröffentlicht werden könnte, stelle ich mich in eine bestimmte Pose, damit ich so attraktiv wie möglich aussehe. ]"," [Wenn Leute Fotos von mir machen, denke ich daran, wie ich aussehe, wenn die Bilder auf Social Media veröffentlicht werden.]"," [Ich denke darüber nach, wie bestimmte Teile meines Körpers aussehen werden, wenn die Leute meine Bilder in den sozialen Medien sehen.]"," [Selbst wenn ich allein bin, stelle ich mir vor, wie mein Körper auf einem Bild  auf Social Media aussehen würde.]"," [Tagsüber verbringe ich Zeit damit, darüber nachzudenken, wie attraktiv ich aussehe, wenn andere Leute Bilder von mir auf Social Media sehen. ]"," [Ich versuche zu erraten, wie die Leute in den sozialen Medien auf meine körperliche Erscheinung auf meinen Bildern reagieren werden.]"," [Meine Attraktivität auf Bildern ist wichtiger als alles andere, was ich  auf Social Media tue.]"," [Wenn ich zu gesellschaftlichen Veranstaltungen gehe, ist es mir wichtiger, auf den Bildern, die die Leute auf Social Media posten könnten, attraktiv auszusehen, als mich zu amüsieren.]"," [ Wenn ein unattraktives Bild von mir in den sozialen Medien gepostet wird, fühle ich mich nicht wohl in meiner Haut.]"," [ Ich schaue mir immer wieder Bilder von mir auf Social Media an. ]"," [ Ich zoome in Social-Media-Bilder, um zu sehen, wie bestimmte Teile meines Körpers aussehen.]"," [Wenn jemand ein Foto von mir macht, das in den sozialen Medien veröffentlicht werden könnte, bitte ich darum, es mir zuerst anzusehen, um sicherzustellen, dass ich gut aussehe.]"," [Bevor ich Bilder in sozialen Medien poste, schneide ich sie zu oder wende Filter an, um mich besser aussehen zu lassen.]"," [Wenn jemand ein Foto von mir macht, das  auf Social Media veröffentlicht werden könnte, stelle ich mich in eine bestimmte Pose, damit ich so attraktiv wie möglich aussehe. ]"," [Wenn Leute Fotos von mir machen, denke ich daran, wie ich aussehe, wenn die Bilder auf Social Media veröffentlicht werden.]"," [Ich denke darüber nach, wie bestimmte Teile meines Körpers aussehen werden, wenn die Leute meine Bilder in den sozialen Medien sehen.]"," [Selbst wenn ich allein bin, stelle ich mir vor, wie mein Körper auf einem Bild  auf Social Media aussehen würde.]"," [Tagsüber verbringe ich Zeit damit, darüber nachzudenken, wie attraktiv ich aussehe, wenn andere Leute Bilder von mir auf Social Media sehen.]"," [Ich versuche zu erraten, wie die Leute in den sozialen Medien auf meine körperliche Erscheinung auf meinen Bildern reagieren werden.]"," [Meine Attraktivität auf Bildern ist wichtiger als alles andere, was ich  auf Social Media tue.]"," [Wenn ich zu gesellschaftlichen Veranstaltungen gehe, ist es mir wichtiger, auf den Bildern, die die Leute auf Social Media posten könnten, attraktiv auszusehen, als mich zu amüsieren.]"," [Wenn ein unattraktives Bild von mir in den sozialen Medien gepostet wird, fühle ich mich nicht wohl in meiner Haut.]"," [Ich schaue mir immer wieder Bilder von mir auf Social Media an. ]"," [Ich zoome in Social-Media-Bilder, um zu sehen, wie bestimmte Teile meines Körpers aussehen.]"," [Wenn jemand ein Foto von mir macht, das in den sozialen Medien veröffentlicht werden könnte, bitte ich darum, es mir zuerst anzusehen, um sicherzustellen, dass ich gut aussehe.]"," [Bevor ich Bilder in sozialen Medien poste, schneide ich sie zu oder wende Filter an, um mich besser aussehen zu lassen.]"," [Wenn jemand ein Foto von mir macht, das  auf Social Media veröffentlicht werden könnte, stelle ich mich in eine bestimmte Pose, damit ich so attraktiv wie möglich aussehe. ]","Bitte folgenden Code kopieren (Strg + C) und/oder niederschreiben. Dieser ist für VP-Stunden notwendig.    Dieser Code ist ein sogenannter Hash. D.h. er wurde automatisch generiert und basiert auf einer Formel, mit der wir feststellen können, dass tatsächlich teilgenommen wurde. Er wird nicht mit der Befragung gespeichert, daher ist keine Zuordnung zwischen Studie und separater VP-Sundenseite möglich. ","Nachdem du den Code kopiert hast, drücke bitte auf ""Absenden"". Du wirst automatisch zur nächsten Umfrage weitergeleitet, wo du diesen Code eingeben kannst."
"20","1980-01-01 00:00:00","5","de","100818426","22","weiblich","täglich","einmal monatlich","öffentliches Konto     (meine Beiträge sind für alle Nutzer auf Instagram einsehbar, Standardeinstellung)","stimmt eher","stimmt völlig","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher","stimmt völlig","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend","stimmt völlig","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt eher nicht","stimmt eher","stimmt völlig","stimmt eher nicht","stimmt eher","stimmt weitgehend","",""
"21","1980-01-01 00:00:00","5","de","786111841","20","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt weitgehend nicht","",""
"22","1980-01-01 00:00:00","5","de","1306144293","22","weiblich","mehrmals wöchentlich","einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt weitgehend","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher nicht","stimmt eher","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt eher","",""
"23","1980-01-01 00:00:00","5","de","1191340330","22","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt eher","",""
"25","1980-01-01 00:00:00","5","de","2033913981","26","weiblich","mehrmals wöchentlich","einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt gar nicht","stimmt eher","stimmt weitgehend","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt völlig","stimmt völlig","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt gar nicht","stimmt völlig","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt völlig","stimmt weitgehend","stimmt völlig","stimmt eher","stimmt eher nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher","",""
"26","1980-01-01 00:00:00","5","de","704327249","25","weiblich","täglich","weniger als einmal monatlich","öffentliches Konto     (meine Beiträge sind für alle Nutzer auf Instagram einsehbar, Standardeinstellung)","stimmt eher","stimmt weitgehend","stimmt weitgehend nicht","stimmt eher","stimmt völlig","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt völlig","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt eher nicht","stimmt weitgehend","stimmt völlig","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt völlig","stimmt eher","stimmt eher","stimmt völlig","",""
"27","1980-01-01 00:00:00","5","de","193127126","21","männlich","einmal wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt völlig","stimmt völlig","stimmt völlig","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt völlig","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt völlig","stimmt völlig","stimmt völlig","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt völlig","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt völlig","stimmt völlig","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt völlig","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","",""
"29","1980-01-01 00:00:00","5","de","80433752","21","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend","stimmt völlig","stimmt völlig","stimmt eher","stimmt gar nicht","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt völlig","stimmt weitgehend","stimmt eher","stimmt weitgehend nicht","stimmt eher","",""
"30","1980-01-01 00:00:00","5","de","190854015","20","männlich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt gar nicht","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","",""
"31","1980-01-01 00:00:00","5","de","52320355","23","weiblich","täglich","mehrmals monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","",""
"32","1980-01-01 00:00:00","5","de","1846706463","23","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","",""
"35","1980-01-01 00:00:00","5","de","1263287038","25","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend nicht","",""
"36","1980-01-01 00:00:00","5","de","1274824894","21","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher","",""
"38","1980-01-01 00:00:00","5","de","503568037","22","männlich","weniger als einmal monatlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend","stimmt gar nicht","stimmt eher","stimmt gar nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt eher","stimmt weitgehend nicht","",""
"39","1980-01-01 00:00:00","5","de","691773845","27","weiblich","täglich","mehrmals wöchentlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt weitgehend","stimmt eher","stimmt völlig","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend nicht","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher","",""
"40","1980-01-01 00:00:00","5","de","1905983127","23","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt völlig","stimmt völlig","stimmt eher nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend","stimmt eher nicht","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","",""
"41","1980-01-01 00:00:00","5","de","771677862","21","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","",""
"45","1980-01-01 00:00:00","5","de","460899227","21","männlich","mehrmals wöchentlich","einmal wöchentlich","öffentliches Konto     (meine Beiträge sind für alle Nutzer auf Instagram einsehbar, Standardeinstellung)","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt gar nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","",""
"46","1980-01-01 00:00:00","5","de","662607404","20","weiblich","einmal monatlich","einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","",""
"47","1980-01-01 00:00:00","5","de","21828006","18","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt eher","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt gar nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","",""
"49","1980-01-01 00:00:00","5","de","1575445160","19","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt weitgehend","stimmt weitgehend","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt weitgehend","stimmt eher","stimmt gar nicht","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt gar nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt völlig","stimmt eher","stimmt weitgehend","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend","",""
"50","1980-01-01 00:00:00","5","de","970596842","23","männlich","täglich","mehrmals monatlich","öffentliches Konto     (meine Beiträge sind für alle Nutzer auf Instagram einsehbar, Standardeinstellung)","stimmt eher nicht","stimmt eher nicht","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt eher","stimmt weitgehend nicht","stimmt gar nicht","stimmt eher nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","",""
"51","1980-01-01 00:00:00","5","de","1218203617","24","weiblich","täglich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher","stimmt weitgehend","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt eher","stimmt eher","stimmt gar nicht","stimmt weitgehend","stimmt weitgehend","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt weitgehend","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher nicht","stimmt weitgehend","stimmt gar nicht","stimmt weitgehend nicht","stimmt weitgehend","stimmt eher","stimmt eher","stimmt eher","stimmt eher","stimmt eher","",""
"52","1980-01-01 00:00:00","5","de","1461414019","21","weiblich","mehrmals wöchentlich","weniger als einmal monatlich","privates     (nur meine Follower können meine Beiträge sehen)","stimmt eher nicht","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt eher","stimmt weitgehend nicht","stimmt eher nicht","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher nicht","stimmt eher","stimmt gar nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt gar nicht","stimmt weitgehend","stimmt eher","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend","stimmt eher","stimmt eher","stimmt weitgehend nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher nicht","stimmt weitgehend nicht","stimmt eher","stimmt eher","stimmt eher nicht","stimmt eher","stimmt eher","stimmt weitgehend","",""
